id,title,content.descriptiveNonRepeating.record_link,content.descriptiveNonRepeating.title.content,content.descriptiveNonRepeating.data_source,content.indexedStructured.date,content.indexedStructured.object_type,content.indexedStructured.name,content.indexedStructured.topic,content.indexedStructured.language,content.indexedStructured.place,content.freetext.date,content.indexedStructured.culture,content.indexedStructured.online_media_rights,content.indexedStructured.online_media_type,content.freetext.culture,content.freetext.publisher
ld1-1643410167033-1643410186290-1,Indet. sp.,http://n2t.net/ark:/65665/30ddbff2f-5946-4798-b0b5-1671baee4e4e,Indet. sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '24 Jun 1928'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Indet. sp.'}]"
ld1-1643407258909-1643407288050-0,Indet. sp.,http://n2t.net/ark:/65665/3fc47e3dd-c9d3-4a32-a3ae-0113107018c7,Indet. sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1924'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Indet. sp.'}]"
ld1-1643410167033-1643410242002-0,Ximenia americana L. var. americana,http://n2t.net/ark:/65665/35d6ae37c-febb-49bc-875c-d9637b0f7639,Ximenia americana L. var. americana,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Ximenia americana L. var. americana'}]"
ld1-1643410167033-1643410231738-1,Viscum decurrens (Engl.) Baker & Sprague,http://n2t.net/ark:/65665/3bf7efebc-6cec-4d30-bd17-ed0505a6b513,Viscum decurrens (Engl.) Baker & Sprague,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '3 Dec 1924'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Viscum decurrens (Engl.) Baker & Sprague'}]"
ld1-1657621325639-1657621424384-0,Umbilicaria africana (Jatta) Krog & Swinscow,http://n2t.net/ark:/65665/38c31515a-c550-4fd2-a9cf-7b8eea301ed0,Umbilicaria africana (Jatta) Krog & Swinscow,NMNH - Botany Dept.,['1970s'],,"['Lambinon, J.']",['Lecanoromycetes'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '26 Jan 1972'}]",,,,,"[{'label': 'Published Name', 'content': 'Umbilicaria africana (Jatta) Krog & Swinscow'}]"
ld1-1643410167033-1643410194284-1,Indet. sp.,http://n2t.net/ark:/65665/3c75f7c52-84f4-46d2-a19c-2e75a20375de,Indet. sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Indet. sp.'}]"
ld1-1643407258909-1643407315090-0,Indet. sp.,http://n2t.net/ark:/65665/3cc285743-8f70-4d30-b2cb-3706037012d0,Indet. sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '15 Nov 1921'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Indet. sp.'}]"
ld1-1657621325639-1657621425098-1,Trichothelium alboatrum Vain.,http://n2t.net/ark:/65665/334a81a06-1969-4e08-8f57-fdaeeda444d1,Trichothelium alboatrum Vain.,NMNH - Botany Dept.,['1970s'],,"['Lisowski, S.']",['Lecanoromycetes'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '26 Mar 1975'}]",,,,,"[{'label': 'Published Name', 'content': 'Trichothelium alboatrum Vain.'}]"
ld1-1643414195102-1643414252976-0,Tetraodon schoutedeni,http://n2t.net/ark:/65665/3a08cfef1-582c-4fe7-8f61-9d7d8c01fa19,Tetraodon schoutedeni,NMNH - Vertebrate Zoology - Fishes Division,['1960s'],,"['Brichard, P.']","['Actinopterygii', 'Fishes']",,"['Africa', 'Democratic Republic of the Congo', 'Kinshasa Province']","[{'label': 'Collection Date', 'content': '1960'}]",,,,,"[{'label': 'Published Name', 'content': 'Tetraodon schoutedeni'}]"
ld1-1651573073468-1651573113879-0,Caloplaca cinnabarina (Ach.) Zahlbr.,http://n2t.net/ark:/65665/3a9456e70-ecbd-4021-9185-c237d8947a0c,Caloplaca cinnabarina (Ach.) Zahlbr.,NMNH - Botany Dept.,,,['Van der Jul'],['Lecanoromycetes'],,"['Africa', 'Zimbabwe']",,,,['Images'],,"[{'label': 'Published Name', 'content': 'Caloplaca cinnabarina (Ach.) Zahlbr.'}]"
ld1-1643408696072-1643408749014-0,Schizothrix calcicola Gomont,http://n2t.net/ark:/65665/3ee9b481c-f35b-41a9-bb2e-27bcb74493a3,Schizothrix calcicola Gomont,NMNH - Botany Dept.,['1950s'],,"['Fox, M.', 'Collection of Francis Drouet']",,,"['Edo', 'Benin', 'Africa', 'Nigeria']","[{'label': 'Collection Date', 'content': 'May 1954'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Schizothrix calcicola Gomont'}]"
ld1-1657621325639-1657621428885-1,Strigula nemathora Mont.,http://n2t.net/ark:/65665/3e317ca41-f3c6-4cc9-afb5-023f4f353a7f,Strigula nemathora Mont.,NMNH - Botany Dept.,['1970s'],,"['Lambinon, J.']",['Dothideomycetes'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '28 Dec 1971'}]",,,,,"[{'label': 'Published Name', 'content': 'Strigula nemathora Mont.'}]"
ld1-1657621325639-1657621427709-0,Strigula sp.,http://n2t.net/ark:/65665/3909a10ce-18d5-4c53-b4cb-6af8b870a73d,Strigula sp.,NMNH - Botany Dept.,['1960s'],,"['Lisowski, S.']",['Dothideomycetes'],,"['Guinea', 'Africa']","[{'label': 'Collection Date', 'content': '25 Mar 1962'}]",,,,,"[{'label': 'Published Name', 'content': 'Strigula sp.'}]"
ld1-1643408874212-1643408920610-0,Strelitzia nicolai Regel & Körn.,http://n2t.net/ark:/65665/3e6c5746f-4e50-41cf-addc-26ced0e4346a,Strelitzia nicolai Regel & Körn.,NMNH - Botany Dept.,['1940s'],,"['Rodin, R. J.']",['Monocotyledonae'],,"['Africa', 'Mozambique / South Africa']","[{'label': 'Collection Date', 'content': '24 May 1948'}]",,,,,"[{'label': 'Published Name', 'content': 'Strelitzia nicolai Regel & Körn.'}]"
ld1-1643410167033-1643410170536-1,Melochia melissifolia Benth.,http://n2t.net/ark:/65665/3861917b9-d560-4d7e-b3ea-e96890d6dacb,Melochia melissifolia Benth.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '7 Jan 1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Melochia melissifolia Benth.'}]"
ld1-1643409212100-1643409269525-2,Bacopa calycina (Benth.) Pennell,http://n2t.net/ark:/65665/3630c7bd1-dca8-40fb-b622-57f18b62caf0,Bacopa calycina (Benth.) Pennell,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1923'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Bacopa calycina (Benth.) Pennell'}]"
ld1-1643414459528-1643414483561-0,Xerus rutilus,http://n2t.net/ark:/65665/3ea8ee0cd-2edd-448a-9685-c6c8bb0c88c6,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '4 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483602-0,Xerus rutilus,http://n2t.net/ark:/65665/3ead0358c-1e3f-42d6-b213-f63bc49e44ee,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '13 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483594-0,Xerus rutilus,http://n2t.net/ark:/65665/359be657e-5149-467a-a268-539b3b77df5f,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '13 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483607-1,Xerus rutilus,http://n2t.net/ark:/65665/3e7b36ad6-3b9e-428d-985f-c598e7b4d312,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '13 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414489427-0,Xerus rutilus,http://n2t.net/ark:/65665/395293e1e-422b-45cd-bfca-59064de4268d,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,"['McDonough, M.']","['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '7 Feb 2016'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414489423-1,Xerus rutilus,http://n2t.net/ark:/65665/36cce6963-24a5-4afa-b6b0-8926846bdf52,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,"['McDonough, M.']","['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '7 Feb 2016'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414489444-0,Xerus rutilus,http://n2t.net/ark:/65665/33643a91a-47ca-4b47-9e51-6c32c723be86,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,"['McDonough, M.']","['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '7 Feb 2016'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414489441-1,Xerus rutilus,http://n2t.net/ark:/65665/34f9af872-91bc-4804-8e68-de982fe228fa,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,"['McDonough, M.']","['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '7 Feb 2016'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483546-0,Xerus rutilus,http://n2t.net/ark:/65665/3ad085481-759d-443c-85c6-923035b53d8e,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '4 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483547-0,Xerus rutilus,http://n2t.net/ark:/65665/324a9cdac-1edc-4e6c-b195-d9c45ca4920e,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '4 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483543-0,Xerus rutilus,http://n2t.net/ark:/65665/326439e5d-c5ff-4ea8-b39e-4f8790c80a0a,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '4 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483527-0,Xerus rutilus,http://n2t.net/ark:/65665/32ee3e1a2-3ea9-4835-b9f2-362ff5c8e2ce,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483552-0,Xerus rutilus,http://n2t.net/ark:/65665/36d5e6697-8a2b-40b7-baa7-6e8973fe5eba,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483537-0,Xerus rutilus,http://n2t.net/ark:/65665/36f5bdaa8-45af-424a-865c-aa35c33a4fb5,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483515-0,Xerus rutilus,http://n2t.net/ark:/65665/38e3bc1f2-4043-4382-9147-5b2c096ef895,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483508-0,Xerus rutilus,http://n2t.net/ark:/65665/332ceecbf-19f7-4403-9615-83f55328ef40,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483510-0,Xerus rutilus,http://n2t.net/ark:/65665/36a1b60fa-b1aa-4de0-8a4f-d90c1fad33dd,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643414459528-1643414483501-0,Xerus rutilus,http://n2t.net/ark:/65665/3ff235053-0181-452c-bd1d-c6084194fcc0,Xerus rutilus,NMNH - Vertebrate Zoology - Mammals Division,['2010s'],,,"['Animals', 'Mammals']",,"['Djibouti', 'Djibouti Region', 'Africa']","[{'label': 'Collection Date', 'content': '5 May 2014'}]",,,,,"[{'label': 'Published Name', 'content': 'Xerus rutilus'}]"
ld1-1643413286797-1643413322050-0,Siluranodon auritus,http://n2t.net/ark:/65665/32723958a-e7a9-4c58-b2ac-3b2c3974e23e,Siluranodon auritus,NMNH - Vertebrate Zoology - Fishes Division,[],,"['Reid, G. M.']","['Actinopterygii', 'Fishes']",,"['Niger', 'Africa', 'Niamey Urban Community Region']","[{'label': 'Collection Date', 'content': '18 Jul 1980 to 21 Jul 1980'}]",,,,,"[{'label': 'Published Name', 'content': 'Siluranodon auritus'}]"
ld1-1643408696072-1643408764658-0,Synsepalum stipulatum (Radlk.) Engl.,http://n2t.net/ark:/65665/350b3bc0e-bb0d-4790-9382-89f783c606b1,Synsepalum stipulatum (Radlk.) Engl.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': 'May 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Synsepalum stipulatum (Radlk.) Engl.'}]"
ld1-1643409540312-1643409549025-2,Eriocoelum rivulare Exell,http://n2t.net/ark:/65665/3fd0c8e98-b963-49a6-a0c7-db107e46d882,Eriocoelum rivulare Exell,NMNH - Botany Dept.,['1920s'],,['Collector unknown'],['Dicotyledonae'],,"['Angola', 'Africa']","[{'label': 'Collection Date', 'content': 'Aug 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Eriocoelum rivulare Exell'}]"
ld1-1643410850983-1643410881219-0,Allophylus abyssinicus,http://n2t.net/ark:/65665/3812a3ddd-5ec7-4333-a010-7d1a876bffe1,Allophylus abyssinicus,NMNH - Botany Dept.,,,['Imperial Forestry Institute'],['Dicotyledonae'],,"['Africa', 'Tanzania']",,,,['Images'],,"[{'label': 'Published Name', 'content': 'Allophylus abyssinicus'}]"
ld1-1643410850983-1643410881292-1,Allophylus abyssinicus,http://n2t.net/ark:/65665/34d7bb4e9-891f-4f83-a07e-e668d5761757,Allophylus abyssinicus,NMNH - Botany Dept.,,,"['Wigg, L. T.']",['Dicotyledonae'],,"['Africa', 'Tanzania']",,,,['Images'],,"[{'label': 'Published Name', 'content': 'Allophylus abyssinicus'}]"
ld1-1643407258909-1643407278876-0,Zanthoxylum sp.,http://n2t.net/ark:/65665/3da3485c7-95c1-48e9-9c0a-72512abd7843,Zanthoxylum sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1924'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Zanthoxylum sp.'}]"
ld1-1643408696072-1643408737268-1,Tarenna congensis Hiern,http://n2t.net/ark:/65665/3e894020c-c020-48d1-9db1-5f2d3e397c0e,Tarenna congensis Hiern,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '10 Nov 1921'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Tarenna congensis Hiern'}]"
ld1-1643408696072-1643408709026-0,Keetia gueinzii (Sond.) Bridson,http://n2t.net/ark:/65665/387b5065c-f481-4fbf-8d47-886c4d163986,Keetia gueinzii (Sond.) Bridson,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '24 Dec 1921'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Keetia gueinzii (Sond.) Bridson'}]"
ld1-1643408696072-1643408705056-1,Vangueria sp.,http://n2t.net/ark:/65665/36f4a513b-529e-4cbe-acdb-d3bc7a4545b4,Vangueria sp.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '7 Jan 1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Vangueria sp.'}]"
ld1-1643408696072-1643408701134-0,Tarenna gossweileri S. Moore,http://n2t.net/ark:/65665/3a3b84787-659f-4255-a927-24213c8e3a43,Tarenna gossweileri S. Moore,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '11 Nov 1921'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Tarenna gossweileri S. Moore'}]"
ld1-1643408696072-1643408708362-0,Pseudogardenia kalbreyeri (Hiern) Keay,http://n2t.net/ark:/65665/33939d508-40e8-45dd-b47a-35a505044d01,Pseudogardenia kalbreyeri (Hiern) Keay,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': 'Aug 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Pseudogardenia kalbreyeri (Hiern) Keay'}]"
ld1-1643410357493-1643410392095-0,Rhizophora racemosa G. Mey.,http://n2t.net/ark:/65665/39e544494-2ff4-494d-bd2b-617eee2eda12,Rhizophora racemosa G. Mey.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Rhizophora racemosa G. Mey.'}]"
ld1-1643410357493-1643410391699-1,Cassipourea barteri (Hook. f.) N.E. Br.,http://n2t.net/ark:/65665/39c978aee-fd75-447f-b970-9015b54fe739,Cassipourea barteri (Hook. f.) N.E. Br.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': 'Aug 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Cassipourea barteri (Hook. f.) N.E. Br.'}]"
ld1-1643410357493-1643410393369-1,Cassipourea barteri (Hook. f.) N.E. Br.,http://n2t.net/ark:/65665/31ef100c9-10cd-4446-8ad8-d07277fd2a8a,Cassipourea barteri (Hook. f.) N.E. Br.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': 'Jun 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Cassipourea barteri (Hook. f.) N.E. Br.'}]"
ld1-1643407258909-1643407312161-0,Maesopsis berchemioides (Pierre) A. Chev.,http://n2t.net/ark:/65665/331629591-797d-4c72-902d-20314ac91bf3,Maesopsis berchemioides (Pierre) A. Chev.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Dicotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': 'Jun 1926'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Maesopsis berchemioides (Pierre) A. Chev.'}]"
ld1-1643412698679-1643412719933-1,Ptychadena mascareniensis,http://n2t.net/ark:/65665/3bbb97a76-7f5e-4f28-a787-7d3898d696e6,Ptychadena mascareniensis,NMNH - Vertebrate Zoology - Herpetology Division,['1960s'],,,['Amphibians'],,"['Africa', 'Nigeria', 'Niger State', 'North Central Region']","[{'label': 'Collection Date', 'content': '10 Jun 1966'}]",,,,,"[{'label': 'Published Name', 'content': 'Ptychadena mascareniensis'}]"
ld1-1643412698679-1643412720002-2,Hildebrandtia ornata,http://n2t.net/ark:/65665/31a967834-8046-467e-889b-bba5eda58e46,Hildebrandtia ornata,NMNH - Vertebrate Zoology - Herpetology Division,['1960s'],,,['Amphibians'],,"['Africa', 'Nigeria', 'Niger State', 'North Central Region']","[{'label': 'Collection Date', 'content': '10 Jun 1966'}]",,,,,"[{'label': 'Published Name', 'content': 'Hildebrandtia ornata'}]"
ld1-1643409378432-1643409405626-1,Leptodontium luteum (Taylor) Mitt.,http://n2t.net/ark:/65665/3fbaa51f3-c28a-4637-8817-91a0468eb1d8,Leptodontium luteum (Taylor) Mitt.,NMNH - Botany Dept.,['1930s'],,"['Troll, C.']",['Bryopsida'],,"['Africa', 'Tanzania']","[{'label': 'Collection Date', 'content': '1934'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Leptodontium luteum (Taylor) Mitt.'}]"
ld1-1643409378432-1643409405903-2,Didymodon rufus Lorentz,http://n2t.net/ark:/65665/3ce28b244-f5f4-4b75-8168-fbd485974e7a,Didymodon rufus Lorentz,NMNH - Botany Dept.,['1940s'],,"['Hedberg, O.']",['Bryopsida'],,"['Africa', 'Kenya']","[{'label': 'Collection Date', 'content': '5 Aug 1948'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Didymodon rufus Lorentz'}]"
ld1-1643414114157-1643414147218-0,Polypterus ornatipinnis,http://n2t.net/ark:/65665/3a609e094-c90b-4c4b-9b08-85ab4792dc65,Polypterus ornatipinnis,NMNH - Vertebrate Zoology - Fishes Division,['1890s'],,"['Camp, J. H.']","['Actinopterygii', 'Fishes']",,['Africa'],"[{'label': 'Collection Date', 'content': '1892'}]",,,,,"[{'label': 'Published Name', 'content': 'Polypterus ornatipinnis'}]"
ld1-1643407950782-1643407961693-0,Polypodium scolopendria Burm. f.,http://n2t.net/ark:/65665/3c7113d19-b29f-4df1-90b4-e5e52ce78ab7,Polypodium scolopendria Burm. f.,NMNH - Botany Dept.,['2000s'],,"['Friis, I.', 'Yitbarek, B.', 'Hailu, A.', 'McKee, G. S.']",['Pteridophyte'],,"['Africa', 'Ethiopia']","[{'label': 'Collection Date', 'content': '4 Sep 2005'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Polypodium scolopendria Burm. f.'}]"
ld1-1643413286797-1643413300353-0,Aplocheilichthys pfaffi,http://n2t.net/ark:/65665/321f15693-28dc-486e-8f7b-6a104424ed41,Aplocheilichthys pfaffi,NMNH - Vertebrate Zoology - Fishes Division,,,,"['Actinopterygii', 'Fishes']",,"['Africa', 'Nigeria']",,,,,,"[{'label': 'Published Name', 'content': 'Aplocheilichthys pfaffi'}]"
ld1-1643413286797-1643413301341-1,Aplocheilichthys macrophthalmus,http://n2t.net/ark:/65665/3cffbd7b8-ca84-4acb-814a-8a329865ec6e,Aplocheilichthys macrophthalmus,NMNH - Vertebrate Zoology - Fishes Division,,,,"['Actinopterygii', 'Fishes']",,"['Africa', 'Nigeria']",,,,,,"[{'label': 'Published Name', 'content': 'Aplocheilichthys macrophthalmus'}]"
ld1-1643413286797-1643413300784-1,Aplocheilichthys spilauchen,http://n2t.net/ark:/65665/36d63dea2-e52d-4f4c-af43-49e35dfd44b1,Aplocheilichthys spilauchen,NMNH - Vertebrate Zoology - Fishes Division,,,,"['Actinopterygii', 'Fishes']",,"['Africa', 'Nigeria']",,,,,,"[{'label': 'Published Name', 'content': 'Aplocheilichthys spilauchen'}]"
ld1-1661851598641-1661851618545-1,Oryza longistaminata A. Chev. & Roehr.,http://n2t.net/ark:/65665/35e39ca0d-3692-4626-bf20-a4ac605d23b0,Oryza longistaminata A. Chev. & Roehr.,NMNH - Botany Dept.,['1920s'],,"['Hagerup, O.']",['Monocotyledonae'],,"['Niger', 'Africa', 'Nigeria']","[{'label': 'Collection Date', 'content': '31 Oct 1927'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Oryza longistaminata A. Chev. & Roehr.'}]"
ld1-1643409378432-1643409389916-1,Vossia cuspidata Baill.,http://n2t.net/ark:/65665/3424fdfd8-1d76-4594-a263-490ab56218e7,Vossia cuspidata Baill.,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Monocotyledonae'],,"['Angola', 'Africa']","[{'label': 'Collection Date', 'content': '20 Mar 1922'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Vossia cuspidata Baill.'}]"
ld1-1643408198388-1643408222973-0,Acroceras amplectens Stapf,http://n2t.net/ark:/65665/32e1952a4-bdea-43d8-8b0f-88395e3ccfc8,Acroceras amplectens Stapf,NMNH - Botany Dept.,['1920s'],,"['Gossweiler, -.']",['Monocotyledonae'],,"['Angola', 'Zaire', 'Africa']","[{'label': 'Collection Date', 'content': '1924'}]",,,['Images'],,"[{'label': 'Published Name', 'content': 'Acroceras amplectens Stapf'}]"
