id,title,content.descriptiveNonRepeating.record_link,content.descriptiveNonRepeating.title.content,content.descriptiveNonRepeating.data_source,content.indexedStructured.date,content.indexedStructured.object_type,content.indexedStructured.name,content.indexedStructured.topic,content.indexedStructured.language,content.indexedStructured.place,content.freetext.date,content.indexedStructured.culture,content.indexedStructured.online_media_rights,content.indexedStructured.online_media_type,content.freetext.culture,content.freetext.publisher
ld1-1646149545906-1646150058867-2,"The Benin massacre / by Alan Boisragon, one of the two survivors, Commandant of the Niger Coast Protectorate Force",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!305815~!0#focus,"The Benin massacre / by Alan Boisragon, one of the two survivors, Commandant of the Niger Coast Protectorate Force",Smithsonian Libraries,['1890s'],"['Books', 'Electronic information resources']","['Boisragon, Alan Maxwell', 'British Punitive Expedition, 1897', 'Royal Niger Company']",['History'],['English language'],"['Benin', 'Benin City (Nigeria)', 'Benin (Kingdom)', 'Nigeria']","[{'label': 'Date', 'content': '1897'}]",['British'],,['Scanned books'],,
ld1-1646149545906-1646150637817-0,"Guide to East Africa : Kenya, Tanzania, and the Seychelles / by Nina Casimati",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!307182~!0#focus,"Guide to East Africa : Kenya, Tanzania, and the Seychelles / by Nina Casimati",Smithsonian Libraries,['1980s'],"['Books', 'Guidebooks']","['Casimati, Nina']",,['English language'],"['Tanzania', 'Seychelles', 'Kenya']","[{'label': 'Date', 'content': '1987'}, {'label': 'Date', 'content': 'C1987'}]",,,,,
ld1-1646149545906-1646149850008-2,"Dyes, design and color in West Africa, with special reference to Ghana and Nigeria by Paula J. Brown",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!995854~!0#focus,"Dyes, design and color in West Africa, with special reference to Ghana and Nigeria by Paula J. Brown",Smithsonian Libraries,['1970s'],['Manuscripts'],"['Brown, Paula J']","['Dyes and dyeing', 'Textiles']",['English language'],"['West Africa', 'Ghana', 'Nigeria', 'Africa, West']","[{'label': 'Date', 'content': '1972'}]",,,,,
ld1-1646149545906-1646150089008-2,"Cameroon, Sudan, Ghana [sound recording]",,"Cameroon, Sudan, Ghana [sound recording]",Ralph Rinzler Folklife Archives and Collections,,"['Archival materials', 'Music', 'Sound recordings']",,['Music'],,"['Cameroon', 'Sudan', 'Ghana']",,,,,,
ld1-1646149545906-1646149984696-0,"Dictionnaire des bijoux de l'Afrique du Nord Maroc, Algérie, Tunisie, Tripolitaine par Paul Eudel",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1024954~!0#focus,"Dictionnaire des bijoux de l'Afrique du Nord Maroc, Algérie, Tunisie, Tripolitaine par Paul Eudel",Smithsonian Libraries,['1900s'],['Dictionaries'],"['Eudel, Paul']","['Art', 'Jewelry']","['Arabic language', 'French language']","['Morocco', 'Algeria', 'Ṭarābulus (Province)', 'North Africa', 'Libya', 'Tunisia', 'Africa, North']","[{'label': 'Date', 'content': '1906'}]",,,,,
ld1-1646149545906-1646150059847-1,West African kingdoms / by Julie Nelson,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!715424~!0#focus,West African kingdoms / by Julie Nelson,Smithsonian Libraries,"['2000s', '1880s']","['Juvenile materials', 'Juvenile literature', 'Books']","['Nelson, Julie']","['Civilization', 'History']",['English language'],"['Songhai Empire', 'Africa, Sub-Saharan', 'Ghana (Empire)', 'Mali (Empire)', 'Great Zimbabwe (Extinct city)']","[{'label': 'Date', 'content': '2002'}, {'label': 'Date', 'content': 'C2002'}, {'label': 'Date', 'content': 'To 1884'}]",,,,,
ld1-1646149545906-1646149865523-2,Africa in Revolutionary Music [sound recording],,Africa in Revolutionary Music [sound recording],Ralph Rinzler Folklife Archives and Collections,['1960s'],"['Archival materials', 'Music', 'Sound recordings']","[{'type': 'personal_main', 'content': 'Masuka, Dorothy'}, {'type': 'personal_main', 'content': 'Mtungwa, Ken'}, {'type': 'corporate_main', 'content': 'Bagamoyo Secondary School Students'}, {'type': 'corporate_main', 'content': 'Zimbabwe National Choir'}, {'type': 'corporate_main', 'content': 'ANC Militants'}, {'type': 'corporate_main', 'content': 'Makonde Street Musicians'}]","['Apartheid & society', 'Music', 'Politics']",['Portuguese language'],"['Mozambique', 'Angola', 'Tanzania', 'Zimbabwe', 'South Africa']","[{'label': 'Date', 'content': '1967'}]","['Zimbabweans', 'Angolans', 'Tanzanians', 'South Africans', 'Mozambiqueans']",,,"[{'label': 'Culture', 'content': 'Zimbabweans'}, {'label': 'Culture', 'content': 'South Africans'}, {'label': 'Culture', 'content': 'Tanzanians'}, {'label': 'Culture', 'content': 'Mozambiqueans'}, {'label': 'Culture', 'content': 'Angolans'}]",
ld1-1646149545906-1646150934806-1,The heart of Africa,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!9079~!0#focus,The heart of Africa,Smithsonian Libraries,['1950s'],['Books'],"['Campbell, Alexander']","['Description and travel', 'Autochtones', 'Race relations']",['English language'],"['Africa', 'Afrique']","[{'label': 'Date', 'content': '1954'}]",['Indigenous peoples'],,,,
ld1-1646149545906-1646149913804-0,History of Africa Kevin Shillington,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1116320~!0#focus,History of Africa Kevin Shillington,Smithsonian Libraries,['2000s'],['Books'],"['Shillington, Kevin']","['Geschiedenis', 'Histoire', 'History']",['English language'],"['Afrique - Histoire', 'Africa', 'Afrique', 'Afrika']","[{'label': 'Date', 'content': '2005'}]",,,,,
ld1-1643398738600-1643398750580-0,<I>Revolution</I>,https://nmaahc.si.edu/object/nmaahc_2015.97.27.48,<I>Revolution</I>,National Museum of African American History and Culture,['1970s'],['Newsletters'],['African National Council-Zimbabwe'],"['Activism', 'Pan Africanism', 'Black power', 'Decolonization', 'International affairs']",,"['New York City', 'Mozambique', 'United States', 'North and Central America', 'Botswana', 'Africa', 'Zimbabwe', 'South Africa', 'Zambia']","[{'label': 'Date', 'content': '1970s'}]",['African Americans'],['No Known Copyright Restrictions'],['Images'],,
ld1-1646149545906-1646150434272-0,"South Africa's hostages : Basutoland, Bechuanaland and Swaziland / Jack Halpern",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!40467~!0#focus,"South Africa's hostages : Basutoland, Bechuanaland and Swaziland / Jack Halpern",Smithsonian Libraries,['1960s'],['Books'],"['Halpern, Jack']","['Government', 'Politics']",['English language'],"['Eswatini', 'Botswana', 'South Africa', 'Lesotho']","[{'label': 'Date', 'content': '1965'}, {'label': 'Date', 'content': '[1965]'}, {'label': 'Date', 'content': 'To 1966'}, {'label': 'Date', 'content': '1966'}]",,,,,
ld1-1646149545906-1646150154989-0,Zambezia,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!476165~!0#focus,Zambezia,Smithsonian Libraries,['1960s'],['Periodicals'],"['University of Zimbabwe', 'University College of Rhodesia', 'University of Rhodesia']",['Social sciences'],['English language'],"['Africa, Central', 'Africa, Southern']","[{'label': 'Date', 'content': '1969'}]",,,,,
ld1-1646149545906-1646150762041-1,The illustrated guide to Algiers and Algeria (together with a chapter on Morocco) a practical handbook for travellers by Joseph C. Hyam,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!271945~!0#focus,The illustrated guide to Algiers and Algeria (together with a chapter on Morocco) a practical handbook for travellers by Joseph C. Hyam,Smithsonian Libraries,['1910s'],"['Books', 'Guidebooks']","['Hyam, Joseph C']","['Description and travel', 'Guidebooks']",['English language'],"['Algiers (Algeria)', 'Morocco', 'Algiers', 'Algeria']","[{'label': 'Date', 'content': '1913'}]",,,,,
ld1-1646149545906-1646150484396-2,The Kenya coast : Mombasa and Malindi; Shimba Hills National Reserve,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!661884~!0#focus,The Kenya coast : Mombasa and Malindi; Shimba Hills National Reserve,Smithsonian Libraries,['1990s'],['Maps'],"['Mwango, Elaine', 'South African Political Research Association']",,['English language'],"['Shimba Hills National Reserve (Kenya)', 'Mombasa (Kenya)', 'Malindi (Kenya)', 'Kenya']","[{'label': 'Date', 'content': '1992'}]",,,,,
ld1-1646149545906-1646149679814-0,Swaziland national bibliography,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!405070~!0#focus,Swaziland national bibliography,Smithsonian Libraries,['1970s'],"['Bibliographies', ""Imprints (Publishers' and printers' statements)"", 'Periodicals']","['Swaziland National Library Service', 'University College of Swaziland', 'State Library (South Africa)', 'University of Swaziland']","['SWAZILAND', 'Swaziland', 'National bibliographies (form)', 'Bibliographies (form)', 'NATIONAL BIBLIOGRAPHY']",['English language'],['Eswatini'],"[{'label': 'Date', 'content': '1976'}]",,,,,
ld1-1643398738600-1643398750558-0,Newsletter discussing events in Angola,https://nmaahc.si.edu/object/nmaahc_2015.97.27.29,Newsletter discussing events in Angola,National Museum of African American History and Culture,['1970s'],['Newsletters'],"['MPLA Solidarity Committee', 'Kissinger, Henry Alfred', 'The National Guardian', 'Burchett, Wilfred', 'Nesbitt, Prexy']","['Activism', 'Journalism', 'Pan Africanism', 'Mass media', 'Black power', 'U.S. History, 1969-2001', 'International affairs']",,"['Angola', 'Chicago', 'United States', 'Cook County', 'Latin America', 'Cuba', 'Guinea-Bissau', 'Mozambique', 'North and Central America', 'Illinois', 'West Africa', 'South Africa', 'Central Africa', 'Caribbean']","[{'label': 'Date', 'content': 'March 11, 1976'}]",['African Americans'],['Use Restricted'],['Images'],,
ld1-1646149545906-1646150500804-0,"Ethiopia, Eritrea, and the Somalilands : official standard names approved by the United States Board on Geographic Names",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!430450~!0#focus,"Ethiopia, Eritrea, and the Somalilands : official standard names approved by the United States Board on Geographic Names",Smithsonian Libraries,['1960s'],['Gazetteers (dictionaries)'],"['United States', 'United States Board on Geographic Names']",,['English language'],"['Djibouti', 'Eritrea', 'Somalia', 'Ethiopia']","[{'label': 'Date', 'content': '1963'}]",,,,,
ld1-1646149545906-1646149598030-1,"Du Niger au Golfe de Guinée par le pays de Kong et le Mossi, par le capitaine Binger (1887-1889) Ouvrage contenant une carte d'ensemble, de nombreux croquis de détail et cent soixante-seize gravures sur bois d'après le dessins de Riou",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!303894~!0#focus,"Du Niger au Golfe de Guinée par le pays de Kong et le Mossi, par le capitaine Binger (1887-1889) Ouvrage contenant une carte d'ensemble, de nombreux croquis de détail et cent soixante-seize gravures sur bois d'après le dessins de Riou",Smithsonian Libraries,['1890s'],"['Books', 'Electronic information resources']","['Binger, Louis Gustave']",['Description and travel'],['French language'],"['Mali', 'Niger', 'Africa, French-speaking West', 'Sudan (Region)', 'Africa, West']","[{'label': 'Date', 'content': '1892'}]",,,['Scanned books'],,
ld1-1646149545906-1646150549723-1,"Fusions : masquerades and thought style east of the Niger-Benue confluence, West Africa / Richard Fardon",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!907861~!0#focus,"Fusions : masquerades and thought style east of the Niger-Benue confluence, West Africa / Richard Fardon",Smithsonian Libraries,['2000s'],['Books'],"['Fardon, Richard']","['Rites and ceremonies', 'Chamba (African people)', 'Masks, Chamba', 'Society', 'Masks']",['English language'],"['Adamawa State (Nigeria)', 'Cameroon', 'Adamawa State', 'Nigeria', 'Benue River Region (Cameroon and Nigeria)']","[{'label': 'Date', 'content': '2007'}, {'label': 'Date', 'content': '[c2007]'}]",,,,,
ld1-1646149545906-1646150558264-3,"Early printing in Mauritius, Réunion, Madagascar and the Seychelles. By A. Toussaint",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1028~!0#focus,"Early printing in Mauritius, Réunion, Madagascar and the Seychelles. By A. Toussaint",Smithsonian Libraries,['1960s'],['Books'],"['Toussaint, Auguste']","['Printing', 'History']",['English language'],"['Réuníon', 'Seychelles', 'Madagascar', 'Mauritius']","[{'label': 'Date', 'content': '1969'}]",,,,,
ld1-1646149545906-1646150802650-0,Egypt and Sudan priced catalog of a specialized postage stamp collection,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!270590~!0#focus,Egypt and Sudan priced catalog of a specialized postage stamp collection,Smithsonian Libraries,['1910s'],['Books'],"['Klein, Eugene']",['Postage stamps'],['English language'],"['Egypt', 'Sudan']","[{'label': 'Date', 'content': '1919'}]",,,,,
ld1-1646149545906-1646149995566-3,"Engraved boss, Chad; beaker, Chad; horse and rider, Sao, Chad; figure, Sao, Chad; mask-like figure, Sao, Chad",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!532973~!0#focus,"Engraved boss, Chad; beaker, Chad; horse and rider, Sao, Chad; figure, Sao, Chad; mask-like figure, Sao, Chad",Smithsonian Libraries,['1990s'],['Articles'],"['Phillips, Tom', 'Smithsonian Libraries']","['Saô terracottas', 'Sculpture', 'Sculpture, São']",['English language'],['Chad'],"[{'label': 'Date', 'content': '1995'}]",,,,,
ld1-1646149545906-1646150215460-1,"Cameroon and Atlantic trade via Calabar, 1750-1870 / E. S. D. Fomin",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1098029~!0#focus,"Cameroon and Atlantic trade via Calabar, 1750-1870 / E. S. D. Fomin",Smithsonian Libraries,['2010s'],['Articles'],"['Smithsonian Libraries', 'Fomin, E. S. D']","['Genetic genealogy', 'History', 'Business']",['English language'],"['Cameroon', 'Cameroon Grassfields (Cameroon)', 'Cross River Region (Cameroon and Nigeria)']","[{'label': 'Date', 'content': '2017'}]",['Efik (African people)'],,,,
ld1-1646149545906-1646150409893-1,"L'Afrique soudanaise au Moyen Âge : le temps des grands empires (Ghana, Mali, Songhaï) / Francis Simonis",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!987138~!0#focus,"L'Afrique soudanaise au Moyen Âge : le temps des grands empires (Ghana, Mali, Songhaï) / Francis Simonis",Smithsonian Libraries,"['2010s', '1860s']",['Books'],"['Simonis, Francis']","['Civilization', 'History']",['French language'],"['Songhai Empire', 'Mali (Empire)', 'Ghana (Empire)', 'Africa, West']","[{'label': 'Date', 'content': '2010'}, {'label': 'Date', 'content': 'C2010'}, {'label': 'Date', 'content': 'To 1864'}]",,,,,
ld1-1646149545906-1646150734706-0,The art of Benin City Frederick Starr,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!959935~!0#focus,The art of Benin City Frederick Starr,Smithsonian Libraries,['1900s'],['Books'],"['Starr, Frederick']","['Art', 'Antiquities']",['English language'],"['Benin (Kingdom)', 'Africa', 'Nigeria', 'Benin City']","[{'label': 'Date', 'content': '1900'}]",['Bini (African people)'],,,,
ld1-1646149545906-1646149598428-1,"Carte archéologique des abords du lac Tchad. (Cameroun, Nigeria, Tchad)",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!32105~!0#focus,"Carte archéologique des abords du lac Tchad. (Cameroun, Nigeria, Tchad)",Smithsonian Libraries,['1960s'],"['Maps', 'Books']","['Lebeuf, Jean Paul']",['Antiquities'],['French language'],"['Cameroon', 'Africa', 'Chad', 'Nigeria']","[{'label': 'Date', 'content': '1969'}]",,,,,
ld1-1646149545906-1646150161959-1,Great Zimbabwe : the Iron Age in South Central Africa / by Joseph O. Vogel,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!459173~!0#focus,Great Zimbabwe : the Iron Age in South Central Africa / by Joseph O. Vogel,Smithsonian Libraries,['1990s'],['Bibliographies'],"['Vogel, Joseph O']","['Iron Age', 'Antiquities', 'History']",['English language'],"['Africa, Sub-Saharan', 'Zimbabwe', 'Great Zimbabwe (Extinct city)']","[{'label': 'Date', 'content': '1994'}]",['Shona (African people)'],,,,
ld1-1646149545906-1646150552030-0,"Trade and travels in the Gulph of Guinea, Western Africa with an account of the manners, habits, customs, and religion of the inhabitants By J. Smith",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!275712~!0#focus,"Trade and travels in the Gulph of Guinea, Western Africa with an account of the manners, habits, customs, and religion of the inhabitants By J. Smith",Smithsonian Libraries,"['1800s', '1810s', '1820s', '1830s', '1880s', '1890s', '1840s', '1850s', '1860s', '1870s']",['Books'],"['Smith, John']",['Description and travel'],['English language'],"['Guinea (Region)', 'Guinea', 'Africa, West']","[{'label': 'Date', 'content': '1851'}, {'label': 'Date', 'content': '19th century'}]",,,,,
ld1-1646149545906-1646150072487-1,A land of mosques and marabouts by the Hon. Mrs. Greville- Nugent,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!277410~!0#focus,A land of mosques and marabouts by the Hon. Mrs. Greville- Nugent,Smithsonian Libraries,['1890s'],['Books'],"['Nugent, Ermengarda Greville-']",['Description and travel'],['English language'],"['Tunis', 'Tunis (Tunisia)', 'Algeria', 'North Africa', 'Tunisia', 'Africa, North']","[{'label': 'Date', 'content': '1894'}]",,,,,
ld1-1646149545906-1646150345262-1,Guide du voyageur au Congo belge et au Ruanda-Urundi,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!53729~!0#focus,Guide du voyageur au Congo belge et au Ruanda-Urundi,Smithsonian Libraries,"['1940s', '1950s']","['Books', 'Guidebooks']",['Belgium'],,['French language'],"['Burundi', 'Congo (Democratic Republic)', 'Rwanda']","[{'label': 'Date', 'content': '1949'}, {'label': 'Date', 'content': '1950'}]",,,,,
ld1-1646149545906-1646149568310-1,Three thousand years in Africa : man and his environment in the Lake Chad region of Nigeria / Graham Connah,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!129559~!0#focus,Three thousand years in Africa : man and his environment in the Lake Chad region of Nigeria / Graham Connah,Smithsonian Libraries,['1980s'],['Books'],"['Connah, Graham']","['Antiquities', 'Antiquités', 'Hominidés fossiles', 'Histoire', 'Homme préhistorique', 'History']",['English language'],"['Tchad, Bassin du lac', 'Borno (Nigeria)', 'Chad, Région du lac', 'Borno State', 'Chad, Lake', 'Borno State (Nigeria)', 'Chad, Lake, Region', 'Nigeria', 'Chad, Bassin du lac', 'Bornou']","[{'label': 'Date', 'content': '1981'}]",['Prehistoric peoples'],,,,
ld1-1646149545906-1646150577791-0,Survey of the Swahili coast,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!905824~!0#focus,Survey of the Swahili coast,Smithsonian Libraries,['2000s'],['Articles'],"['Knappert, Jan', 'Smithsonian Libraries']","['Cities and towns', 'Swahili coastal towns', 'History']",['English language'],"['Indian Coast (Africa)', 'Kilwa Kisiwani (Tanzania)', 'Pemba Island (Tanzania)', 'Malindi (Kenya)', 'Lamu (Kenya)', 'Zanzibar (Zanzibar)']","[{'label': 'Date', 'content': '2005'}]",,,,,
ld1-1646149545906-1646149732697-2,Zimbabwe art : an introductory exhibition of art and craft of Zimbabwe / organised by the National Gallery & National Arts Foundation of Zimbabwe in conjuction with Mrs. K. O-Lan Style and the Africa Centre with the assistance of the Visiting Arts Unit of Great Britain,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!458293~!0#focus,Zimbabwe art : an introductory exhibition of art and craft of Zimbabwe / organised by the National Gallery & National Arts Foundation of Zimbabwe in conjuction with Mrs. K. O-Lan Style and the Africa Centre with the assistance of the Visiting Arts Unit of Great Britain,Smithsonian Libraries,"['1920s', '1910s', '1940s', '1930s', '1900s', '1990s', '1960s', '1950s', '1980s', '1970s']",['Exhibitions (events)'],"['National Arts Foundation of Zimbabwe', 'National Gallery of Zimbabwe', 'Style, K. O-lan', 'Africa Centre (London, England)', 'Visiting Arts Unit of Great Britain']","['Art', 'Antiquities']",['English language'],['Zimbabwe'],"[{'label': 'Date', 'content': '1981'}, {'label': 'Date', 'content': '20th century'}]",['Zimbabweans'],,,,
ld1-1646149545906-1646150743224-0,"Garenganze or, Seven years' pioneer mission work in central Africa",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!289916~!0#focus,"Garenganze or, Seven years' pioneer mission work in central Africa",Smithsonian Libraries,['1880s'],"['Pictorial cloth bindings (Binding)', 'Books', 'Electronic information resources']","['Arnot, Fred. S']","['Description and travel', 'Missionaries']",['English language'],"['Africa, Central', 'Congo (Democratic Republic)', 'Kantanga', 'Zambia', 'Central Africa', 'Katanga (Congo)']","[{'label': 'Date', 'content': '1889'}]",,,['Scanned books'],,
ld1-1646149545906-1646150429192-0,"Le pays de Rirha, Ouargla voyage à Rhadamès par V. Largeau",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!977009~!0#focus,"Le pays de Rirha, Ouargla voyage à Rhadamès par V. Largeau",Smithsonian Libraries,['1870s'],['Books'],"['Largeau, V']",['Description and travel'],['French language'],"['Ghadāmis (Libya)', 'Ouargla (Algeria)', 'Algeria', 'Ouargla', 'North Africa', 'Libya', 'Ghadāmis', 'Africa, North']","[{'label': 'Date', 'content': '1879'}]",,,,,
ld1-1646149545906-1646149677757-0,Lost kingdoms of Africa [videorecording] / an IWC Media Production for BBC,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1053498~!0#focus,Lost kingdoms of Africa [videorecording] / an IWC Media Production for BBC,Smithsonian Libraries,['2010s'],"['Video recordings', 'Documentaries', 'Television programs', 'Television programs for the hearing impaired']","['Simkin, Michael', 'Hall, Ishbell', 'Athena (Firm)', 'Solomon', 'Acorn Media (Firm)', 'Harper, Ross', 'IWC Media', 'Wilson, David', 'Sheba', 'Casely-Hayford, Gus']","['Antiquities', 'Bronzes', 'History']",['English language'],"['Benin', 'Nubia', 'Mali', 'Nigeria', 'Ethiopia', 'Great Zimbabwe (Extinct city)']","[{'label': 'Date', 'content': '2010'}, {'label': 'Date', 'content': '[2010]'}]",,,,,
ld1-1646149545906-1646149759422-0,Why comrades go to war : liberation politics and the outbreak of Africa's deadliest conflict / Philip Roessler and Harry Verhoeven,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1150938~!0#focus,Why comrades go to war : liberation politics and the outbreak of Africa's deadliest conflict / Philip Roessler and Harry Verhoeven,Smithsonian Libraries,"['1920s', '1910s', '2010s', '1940s', '1930s', '1900s', '1990s', '1960s', '1950s', '1980s', '1970s']","['E-books', 'Electronic information resources']","['Roessler, Philip G', 'Verhoeven, Harry']","['Ethnic conflict', 'Political violence', 'Government', 'Politics', 'History']",['English language'],['Congo (Democratic Republic)'],"[{'label': 'Date', 'content': '2017'}, {'label': 'Date', 'content': '2016'}, {'label': 'Date', 'content': '20th century'}, {'label': 'Date', 'content': '1997-'}]",,,,,
ld1-1646149545906-1646149730735-1,The early years of an African trader John Holt : 1862-1874 C. Gertzel,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1116652~!0#focus,The early years of an African trader John Holt : 1862-1874 C. Gertzel,Smithsonian Libraries,"['1800s', '1810s', '1820s', '1830s', '1880s', '1890s', '1960s', '1840s', '1850s', '1860s', '1870s']",['Articles'],"['Gertzel, Cherry J', 'Smithsonian Libraries', 'Holt, John']","['Merchants, Foreign', 'Palm oil industry', 'History', 'Business']",['English language'],"['Niger River Delta', 'Gabon', 'Niger River Delta (Nigeria)', 'Nigeria', 'Equatorial Guinea', 'Fernando Po']","[{'label': 'Date', 'content': '1960'}, {'label': 'Date', 'content': '19th century'}]",,,,,
ld1-1646149545906-1646150926120-0,Some conclusions from archaeological excavations on the coast of Kenya,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!751342~!0#focus,Some conclusions from archaeological excavations on the coast of Kenya,Smithsonian Libraries,['1970s'],['Articles'],"['Kirkman, James S', 'Smithsonian Libraries']","['Civilization', 'Excavations (Archaeology)']",['English language'],"['Indian Coast (Africa)', 'Fort Jesus (Kenya)', 'Gedi (Kenya)', 'Kenya']","[{'label': 'Date', 'content': '1975'}]",['Swahili-speaking peoples'],,,,
ld1-1646149545906-1646150708873-1,La Mellacorée et la colonie de Sierra Leone,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!1030238~!0#focus,La Mellacorée et la colonie de Sierra Leone,Smithsonian Libraries,"['1890s', '1950s']",['Books'],,"['Government', 'International relations', 'Politics', 'Relations']",['French language'],"['Guinea', 'Sierra Leone', 'Mélikhouré River Region (Forécariah, Guinea)']","[{'label': 'Date', 'content': '1890'}, {'label': 'Date', 'content': 'To 1958'}]",,,,,
ld1-1646149545906-1646150500803-1,"The Guide to Botswana, Lesotho, and Swaziland : a comprehensive companion for visitors and investors",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!269171~!0#focus,"The Guide to Botswana, Lesotho, and Swaziland : a comprehensive companion for visitors and investors",Smithsonian Libraries,"['1960s', '1980s']","['Books', 'Guidebooks']","['Ambrose, David', 'Johnson, David', 'Campbell, Alec C']",['Economics'],['English language'],"['Eswatini', 'Botswana', 'Lesotho']","[{'label': 'Date', 'content': '1983'}, {'label': 'Date', 'content': '1966-'}]",,,,,
ld1-1646149545906-1646150434127-3,"The Zambesi Basin and Nyassaland by Daniel J. Rankin, with maps and illustrations",https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!275016~!0#focus,"The Zambesi Basin and Nyassaland by Daniel J. Rankin, with maps and illustrations",Smithsonian Libraries,['1890s'],['Books'],"['Rankin, Daniel J']",['Description and travel'],['English language'],"['Africa, Central', 'Mozambique', 'Malawi', 'Central Africa', 'Zambezi River']","[{'label': 'Date', 'content': '1893'}]",,,,,
ld1-1646149545906-1646150762041-2,In the grip of the nyika further adventures in British East Africa by Lieut. Col. J. H. Patterson,https://siris-libraries.si.edu/ipac20/ipac.jsp?&profile=liball&source=~!silibraries&uri=full=3100001~!275708~!0#focus,In the grip of the nyika further adventures in British East Africa by Lieut. Col. J. H. Patterson,Smithsonian Libraries,['1900s'],['Books'],"['Patterson, J. H']","['Description and travel', 'Hunting']",['English language'],"['Africa, East', 'Uganda', 'Kenya']","[{'label': 'Date', 'content': '1909'}]",['Kenyans'],,,,
